"Matched search term","Campaign name","Ad group name","Branded vs. non-branded search queries","Currency code","Cost","Clicks","Impressions","Conversions","Total conversion value"
"phonebot","CJ - Phonebot (B)","Phonebot","branded","AUD",1580.4942,2298,6271,55.26,33101.32
"phone bot","CJ - Phonebot (B)","Phonebot","branded","AUD",469.7253,807,2070,34.5,20672.64
"phonebot australia","CJ - Phonebot (B)","Phonebot","branded","AUD",299.6884,307,787,7.5,4465.58
"phonebot","Phonebot (B) Standard Shopping","Apple","branded","AUD",165.95,129,14608,8.73,7414.73
"phonebot reviews","CJ - Phonebot (B) - Lower ROAS","Phonebot","branded","AUD",135.2768,31,200,1.16,149.16
"phonebot review","CJ - Phonebot (B) - Lower ROAS","Phonebot","branded","AUD",95.6752,26,150,1,476.01
"phonebot coupon","CJ - Phonebot (B)","Phonebot Coupon","branded","AUD",71.7598,24,82,3.68,2551.77
"phone bot","Phonebot (B) Standard Shopping","Apple","branded","AUD",64.19,37,3958,2,2521
"phonebot melbourne","CJ - Phonebot (B)","Phonebot","branded","AUD",63.0485,99,266,1,389.01
"phone bot reviews","CJ - Phonebot (B) - Lower ROAS","Phonebot","branded","AUD",62.7379,12,77,0,0
"phonebot discount code","CJ - Phonebot (B)","Phonebot Coupon","branded","AUD",60.1418,33,121,4.62,2744.76
"refurbished phones","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",59.5498,32,554,0,0
"iphone 17","SS - All Products >$1000","All Products > $1000","non-branded","AUD",55.07,99,5843,0,0
"phonebot","Phonebot (B) Standard Shopping","Samsung","branded","AUD",48.6,61,5946,1.32,830.1
"phonebot coupon code","CJ - Phonebot (B)","Phonebot Coupon","branded","AUD",43.073,15,42,4.01,2399.61
"phonebot australia","SS - All Products >$1000","All Products > $1000","branded","AUD",37.73,13,1152,0,0
"phone bot","Phonebot (B) Standard Shopping","Samsung","branded","AUD",36.75,22,1630,0,0
"iphone 17 pro max","SS - All Products >$1000","All Products > $1000","non-branded","AUD",32.96,36,3572,0,0
"phone bot shop","CJ - Phonebot (B) - Lower ROAS","Phonebot","branded","AUD",32.7706,52,112,1,569.01
"iphone 16 pro","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",29.84,17,1769,0,0
"refurbished iphone","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",28.5476,13,185,0,0
"ozmobiles","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",25.7649,7,333,2.5,739
"iphone air","SS - All Products >$1000","All Products > $1000","non-branded","AUD",25.76,43,3669,0,0
"iphone 15 pro max refurbished","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",24.46,2,5,0,0
"phonebot","SS - Excluded Products - >$100","Products >$100","branded","AUD",24.06,54,2653,1,1349
"iphone 15 pro max waterproof","SS - All Products >$1000","All Products > $1000","non-branded","AUD",23.42,1,1,0,0
"iphone 16 pro max","SS - All Products >$1000","All Products > $1000","non-branded","AUD",23.4,21,2071,0,0
"phonebot australia reviews","CJ - Phonebot (B) - Lower ROAS","Phonebot","branded","AUD",23.1324,5,32,0.44,176.28
"iphone 16 pro","SS - All Products >$1000","All Products > $1000","non-branded","AUD",21.4,16,2220,0,0
"motorola razr 60 ultra","SS - All Products >$1000","All Products > $1000","non-branded","AUD",21.11,46,680,0,0
"iphone 16 pro max 1tb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",20,13,250,0,0
"iphone 15 pro max","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",18.5,8,1751,0,0
"iphone air 512gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",16.44,20,278,0.27,417.02
"phonebot location","CJ - Phonebot (B) - Lower ROAS","Phonebot","branded","AUD",16.1847,6,17,1,659.01
"phone bot","SS - Excluded Products - >$100","Products >$100","branded","AUD",15.84,12,969,1.5,1791
"samsung galaxy s23 ultra","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",15.84,2,7,0,0
"iphone 15 pro","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",15.61,1,25,0,0
"iphone 16 pro 256gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",15.6,1,164,0,0
"refurbished iphone 17","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",15.2,1,2,0,0
"refurbished iphone australia","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",13.5128,3,44,0,0
"10 fold pro","SS - All Products >$1000","All Products > $1000","non-branded","AUD",12.98,2,4,0,0
"phonenot","CJ - Refurbished Phones","Refurbished Phones","branded","AUD",12.2882,4,7,0,0
"phonebot store","CJ - Phonebot (B) - Lower ROAS","Phonebot","branded","AUD",12.2047,7,16,0,0
"sell my phone","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",12.1773,24,200,0,0
"samsung fold 6","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",12.15,3,7,0,0
"refurbished phones australia","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",12.1368,9,82,0,0
"refurbished ipad","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",12.04,2,21,1,229
"iphone 17 refurbished","SS - All Products >$1000","All Products > $1000","non-branded","AUD",11.93,7,463,0,0
"iphone pro max 17","SS - All Products >$1000","All Products > $1000","non-branded","AUD",11.93,2,132,0,0
"phonebot reviews australia","CJ - Phonebot (B) - Lower ROAS","Phonebot","branded","AUD",11.89,2,51,0,0
"iphone 16 pro max 512gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",11.72,2,300,0,0
"refurbished samsung phones","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",11.5455,4,73,0,0
"s25 ultra","SS - All Products >$1000","All Products > $1000","non-branded","AUD",11.4,10,713,0,0
"phonebox","CJ - Refurbished Phones","Refurbished Phones","branded","AUD",11.3904,7,55,1,349
"phone refurbished","SS - All Products >$1000","All Products > $1000","non-branded","AUD",11.09,7,72,0,0
"iphone 15 promax","SS - All Products >$1000","All Products > $1000","non-branded","AUD",10.99,1,16,0,0
"buy iphone 16 pro max 1 tb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",9.99,1,1,0,0
"iphone 16 pro 256gb","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",9.95,2,89,0,0
"iphone pro max 15","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",9.84,1,3,0,0
"what is the best samsung phone","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",9.692,2,2,0,0
"iphone 15 pro max one terabyte","SS - All Products >$1000","All Products > $1000","non-branded","AUD",9.69,1,2,0,0
"samsung galaxy z fold 6","SS - All Products >$1000","All Products > $1000","non-branded","AUD",9.62,5,115,0,0
"second hand iphone melbourne","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",9.58,4,10,0,0
"s24 ultra","SS - All Products >$1000","All Products > $1000","non-branded","AUD",9.55,9,622,0,0
"mac studio","SS - All Products >$1000","All Products > $1000","non-branded","AUD",9.41,3,13,1,199
"phone bot reservoir","CJ - Phonebot (B) - Lower ROAS","Phonebot","branded","AUD",9.3308,16,62,0,0
"iphone 15 pro","SS - All Products >$1000","All Products > $1000","non-branded","AUD",9.1,5,443,0,0
"refurbished phones melbourne","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",9.0076,11,80,0,0
"phonebot reservoir","SS - All Products >$1000","All Products > $1000","branded","AUD",9,14,1127,0,0
"refurbished m1 macbook air","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",8.96,1,1,0,0
"google pixel 10 pro fold","SS - All Products >$1000","All Products > $1000","non-branded","AUD",8.79,8,346,0,0
"iphone 14 pro max 128 gb","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",8.7,2,1,0,0
"samsung s24 ultra","SS - All Products >$1000","All Products > $1000","non-branded","AUD",8.64,8,621,0,0
"buy iphone 16 pro","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",8.38,1,29,0,0
"razr 60 ultra","SS - All Products >$1000","All Products > $1000","non-branded","AUD",8.16,13,215,0.49,575.28
"phone 2nd","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",8.14,1,1,0,0
"second hand phones","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",8.1045,12,76,2,836
"cheapest iphone 17 pro max","SS - All Products >$1000","All Products > $1000","non-branded","AUD",8.06,2,46,0,0
"refurbished iphones","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",7.9943,2,55,0,0
"iphone 16 pro max","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",7.72,3,1011,0,0
"iphone 17 pro refurbished","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",7.7,2,43,0,0
"refurbished iphone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",7.27,1,168,0,0
"z fold 6","SS - All Products >$1000","All Products > $1000","non-branded","AUD",7.22,10,278,0,0
"xiaomi mix 4 fold","SS - All Products >$1000","All Products > $1000","non-branded","AUD",7.18,2,1,0,0
"galaxy fold 6","SS - All Products >$1000","All Products > $1000","non-branded","AUD",7.17,3,95,0,0
"cheap samsung flip 7","SS - All Products >$1000","All Products > $1000","non-branded","AUD",6.99,1,2,0,0
"best samsung 2026","SS - All Products >$1000","All Products > $1000","non-branded","AUD",6.98,2,1,0.33,246.1
"second hand phones melbourne","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",6.96,4,16,0,0
"reconditioned iphone 14","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",6.87,1,2,0,0
"refurbished samsung phones australia","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",6.8602,4,31,0,0
"refurbished mobiles australia","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",6.86,1,7,0,0
"iphone 14 pro","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",6.85,4,93,0,0
"samsung watches with fall detection","CJ - DSA (All Pages)","Samsung Watch","non-branded","AUD",6.85,1,1,0,0
"phonebot broadway reservoir vic","CJ - Phonebot (B) - Lower ROAS","Phonebot","branded","AUD",6.7419,4,8,0,0
"used iphone 16 pro","SS - All Products >$1000","All Products > $1000","non-branded","AUD",6.72,1,9,0,0
"iphone 16 pro max refurbished","SS - All Products >$1000","All Products > $1000","non-branded","AUD",6.71,3,139,0,0
"iphone17 pro","SS - All Products >$1000","All Products > $1000","non-branded","AUD",6.68,1,9,0,0
"best refurbished phones australia","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",6.6518,1,21,0,0
"samsung galaxy s24 ultra","SS - All Products >$1000","All Products > $1000","non-branded","AUD",6.65,4,282,0,0
"bot phone","CJ - Phonebot (B)","Phonebot","non-branded","AUD",6.6097,10,23,0,0
"iphone 17 256gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",6.43,17,744,0,0
"iphone 16 pro 512gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",6.33,3,203,0,0
"iphone 17 pro max g","SS - All Products >$1000","All Products > $1000","non-branded","AUD",6.32,1,2,0,0
"pixel 8 refurbished","CJ - DSA (All Pages)","Google Phones","non-branded","AUD",6.3122,4,17,0,0
"google pixel 10 pro 1 tb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",6.25,4,14,1,1329
"phonebit","CJ - Phonebot (B) - Lower ROAS","Phonebot","branded","AUD",6.2131,20,60,1,559.01
"sell my iphone","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",6.1955,12,46,0,0
"iphone air 256gb price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",6.14,3,25,0,0
"motorola flip phone 60","SS - All Products >$1000","All Products > $1000","non-branded","AUD",6.12,1,10,0,0
"oz mobile","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",6.0583,3,213,1,787
"apple iphone 14 pro","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",6.02,1,6,0,0
"buy iphone 16pro max","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",6.01,1,1,0,0
"iphone","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",6.01,1,299,0,0
"motorola razr","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",5.95,12,576,0,0
"s25 ultra","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",5.93,3,30,0,0
"samsung s24+","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",5.8928,2,2,0,0
"green gadgets","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",5.8563,4,402,0,0
"iphone 15 pro refurbished","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",5.74,1,5,0,0
"pixel 10 pro fold","SS - All Products >$1000","All Products > $1000","non-branded","AUD",5.7,4,417,0,0
"phonebot refurbished samsung phones","CJ - Phonebot (B) - Lower ROAS","Phonebot","branded","AUD",5.5932,2,4,0,0
"cheapest refurbished iphones","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",5.52,1,1,0,0
"iphone 17","Standard Shopping - iPhone 17","Iphone 17","non-branded","AUD",5.52,7,283,0,0
"ebay australia","SS - All Products >$1000","All Products > $1000","non-branded","AUD",5.49,2,31,0,0
"galaxy z fold 7","SS - All Products >$1000","All Products > $1000","non-branded","AUD",5.48,3,105,0,0
"iphone pro 17","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",5.48,1,2,0,0
"samsung galaxy s23 ultra 1tb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",5.43,2,6,0,0
"iphone 15 pro max","SS - All Products >$1000","All Products > $1000","non-branded","AUD",5.35,4,339,0,0
"motorola edge","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",5.34,1,22,0,0
"pixel 8pro","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",5.23,1,3,0,0
"iphone 16","SS - All Products >$1000","All Products > $1000","non-branded","AUD",5.17,2,438,0,0
"new samsung galaxy ultra","SS - All Products >$1000","All Products > $1000","non-branded","AUD",5.17,1,1,0,0
"refurbished mobile phones unlocked","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",5.13,1,1,1,729
"samsung z fold 7","SS - All Products >$1000","All Products > $1000","non-branded","AUD",5.11,7,240,0,0
"iphone 16 pro resale","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",5.09,1,1,0,0
"motorola razr 40 ultra","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",5.09,6,51,0,0
"iphone 16 pro for sale","SS - All Products >$1000","All Products > $1000","non-branded","AUD",5.05,1,32,0,0
"phonebot reservoir","SS - Excluded Products - >$100","Products >$100","branded","AUD",4.97,8,482,0,0
"pixel 10","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.97,1,72,0,0
"apple iphone 17","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.93,3,389,0,0
"buy refurbished phones australia","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",4.93,1,4,0,0
"refurbished iphone 16 pro 512gb","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",4.9,1,2,0,0
"samsung s26 ultra 512gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.9,3,66,0,0
"iphone 17 air","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.89,8,395,0,0
"motorola razr 60 ultra australia","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.88,6,173,0,0
"apple iphone 17 best price","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.84,2,14,0,0
"reservoir phone shop","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",4.83,2,7,1,999
"samsung galaxy ultra s24 refurbished","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.78,1,1,0,0
"how much is a 16 pro max iphone","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.76,1,1,0,0
"pixel pro 8","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.76,1,4,0,0
"google pixel 10 pro xl","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.73,6,405,0,0
"apple refurbished store","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",4.7,1,2,0,0
"google pixel 10 pro refurbished","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.7,1,19,0.04,36.83
"samsung s24 ultra 1tb deals","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.63,1,4,0,0
"s22 ultra","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",4.596,2,23,0,0
"ipad pro 12.9 m3","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.54,2,6,0,0
"jb hifi pixel 10 pro","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.53,1,3,0,0
"refurbished ipad m2","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.53,1,4,0,0
"galaxy s24 ultra 1tb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.5,1,5,0,0
"new iphone15","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",4.45,1,1,0,0
"iphone 15 pro max 1tb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.42,4,113,0,0
"cellmyphone","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",4.3639,1,4,0,0
"cheapest second hand phone","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",4.36,1,2,0,0
"iphone 14 pro max 1tb purple","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.36,1,3,0,0
"iphones","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.32,1,12,0,0
"second hand phone melbourne","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",4.32,2,3,0,0
"pixel fold 9","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",4.31,1,4,0,0
"where can i recycle old phones","CJ - Sell Phone For Cash (Australia)","Sell Phone For Cash","non-branded","AUD",4.3,1,2,0,0
"2nd hand samsung phone","CJ - Refurbished Phones","Refurbished Samsung Phones","non-branded","AUD",4.2988,1,1,0,0
"iphone14","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",4.28,1,6,0,0
"refurbished iphone 15 pro max 256gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.28,1,2,0,0
"backmarket australia","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",4.27,1,24,0,0
"phonebot near me","CJ - Phonebot (B) - Lower ROAS","Phonebot","branded","AUD",4.2141,3,16,0,0
"iphone 16 pro 512gb refurbished","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.16,3,19,0,0
"iphone 17 pro ax","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.16,1,2,0,0
"phone bot melbourne","CJ - Phonebot (B) - Lower ROAS","Phonebot","branded","AUD",4.126,14,48,0,0
"iphone 16 plus","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.1,6,738,0,0
"phone bot reviews","SS - All Products >$1000","All Products > $1000","branded","AUD",4.08,3,38,0,0
"refurbished galaxy s25 ultra","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.08,2,7,0,0
"refurbished iphone 15 pro max unlocked","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.08,1,1,0,0
"samsung s25 ultra","SS - All Products >$1000","All Products > $1000","non-branded","AUD",4.04,3,613,0,0
"iphone 16 pro refurbished","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",4.02,1,48,0,0
"best place to buy refurbished phones australia","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",4.008,3,21,0,0
"reconditioned phones","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",3.99,3,8,0.39,715.42
"techinthebasket australia","SS - All Products >$1000","All Products > $1000","non-branded","AUD",3.99,1,3,0,0
"pixel 7a","CJ - DSA (All Pages)","Google Phones","non-branded","AUD",3.98,1,6,0,0
"elephone","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",3.95,1,1,0,0
"refurbished iphone melbourne","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",3.9291,2,27,0,0
"google pixel 10 pro","SS - All Products >$1000","All Products > $1000","non-branded","AUD",3.91,1,503,1,1028
"galaxy z fold6 256gb","SS - All Products >$1000","All Products > $1000","non-branded","AUD",3.89,1,4,0,0
"17 pro max open box","SS - All Products >$1000","All Products > $1000","non-branded","AUD",3.85,1,2,0,0
"iphone 16 pro max 1tb refurbished","SS - All Products >$1000","All Products > $1000","non-branded","AUD",3.82,1,7,0,0
"iphone 16 pro max refurbished meaning","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",3.82,1,1,0,0
"phonebot coupons","CJ - Phonebot (B)","Phonebot Coupon","branded","AUD",3.81,2,14,0,0
"phonebot preston","CJ - Phonebot (B) - Lower ROAS","Phonebot","branded","AUD",3.8,1,2,0,0
"ibot phone","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",3.78,2,2,0,0
"2nd hand phones","SS - Excluded Products - >$100","Products >$100","non-branded","AUD",3.77,1,9,0,0
"iphone air 512","SS - All Products >$1000","All Products > $1000","non-branded","AUD",3.76,3,48,0,0
"refurbished iphone stores","CJ - Refurbished Phones","Refurbished iPhones","non-branded","AUD",3.75,1,5,0,0
"google pixel 10 australia","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",3.69,1,2,0,0
"ozmobiles contact","CJ - Refurbished Phones","Refurbished Phones","non-branded","AUD",3.69,1,1,0,0
